p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene_symbol,Protein_ID,gene,swissprot_symbol,trembl_symbol,ncbi_symbol
3.465987673646402e-15,1.334815033504702,0.207,0.102,8.566535134184447e-11,3,ZNFX1.15,evm.model.Ap4.5501,evm.TU.Ap4.5501,NFX1-type zinc finger-containing protein 1,NFX1-type zinc finger-containing protein 1,NFX1-type zinc finger-containing protein 1-like [Orbicella faveolata]
3.883607314384818e-15,1.3741560076286197,0.236,0.13,9.598723838233518e-11,3,LAR.4,evm.model.Ap14.1559,evm.TU.Ap14.1559,Tyrosine-protein phosphatase Lar,Tyrosine-protein phosphatase Lar,Tyrosine-protein phosphatase Lar [Stylophora pistillata]
5.820727016903912e-15,1.7009564151144425,0.158,0.066,1.4386508894979708e-10,3,TRAF5.12,evm.model.Ap4.5366,evm.TU.Ap4.5366,TNF receptor-associated factor 5,TNF receptor-associated factor 6,PREDICTED: TNF receptor-associated factor 6-like [Acropora digitifera]
1.5376988619003075e-14,1.1452215106088381,0.217,0.117,3.8005765070728e-10,3,SORL,evm.model.Ap3.2471,evm.TU.Ap3.2471,Sortilin-related receptor,Sortilin-related receptor,uncharacterized protein LOC110052179 [Orbicella faveolata]
2.0318274557370146e-14,1.0448296211601373,0.196,0.106,5.021864739599605e-10,3,TFDP1,evm.model.Ap8.630,evm.TU.Ap8.630,Transcription factor Dp-1,Transcription factor Dp-1,transcription factor Dp-1-like [Orbicella faveolata]
3.126622648995535e-14,0.6075691832037848,0.498,0.373,7.727760539257364e-10,3,BTF3,evm.model.Ap14.1658,evm.TU.Ap14.1658,Transcription factor BTF3,Transcription factor BTF3,predicted protein [Nematostella vectensis]
3.6244211629668817e-14,0.8356551526385565,0.287,0.167,8.958119346388945e-10,3,CECR2.1,evm.model.Ap4.55,evm.TU.Ap4.55,Cat eye syndrome critical region protein 2,Cat eye syndrome critical region protein 2,serine/arginine repetitive matrix protein 1-like isoform X1 [Stylophora pistillata]
4.211313269037522e-14,1.1337150975383365,0.257,0.161,1.040868187575314e-9,3,KLF5,evm.model.Ap5.244,evm.TU.Ap5.244,Krueppel-like factor 5,Krueppel-like factor 5,Krueppel-like factor 5 [Orbicella faveolata]
6.987617979070235e-14,1.349977573540554,0.196,0.099,1.7270596597069991e-9,3,KIF19,evm.model.Ap12.1270,evm.TU.Ap12.1270,Kinesin-like protein KIF19,Kinesin-like protein KIF19,kinesin-like protein KIF19 [Orbicella faveolata]
1.3803542191593652e-13,1.0981444113724192,0.252,0.146,3.411683488074287e-9,3,PXDN.16,evm.model.Ap8.1463,evm.TU.Ap8.1463,Peroxidasin,Hemicentin-1,hemicentin-1-like isoform X3 [Stylophora pistillata]
1.3889849014030821e-13,1.0837757995562374,0.185,0.093,3.4330150823078577e-9,3,S39AA.2,evm.model.Ap7.2830,evm.TU.Ap7.2830,Zinc transporter ZIP10,Zinc transporter ZIP14,zinc transporter ZIP14-like isoform X3 [Orbicella faveolata]
1.4547782142086318e-13,0.7181304025729554,0.45,0.364,3.5956298342380543e-9,3,evm.TU.Ap3.702,evm.model.Ap3.702,evm.TU.Ap3.702,NA,Uncharacterized protein,glutamic acid-rich protein-like [Stylophora pistillata]
1.7423120846456263e-13,1.330811584425963,0.188,0.092,4.30629854841013e-9,3,SAM9L.5,evm.model.Ap4.6932,evm.TU.Ap4.6932,Sterile alpha motif domain-containing protein 9-like,Sterile alpha motif domain-containing protein 9-like,uncharacterized protein LOC110057402 [Orbicella faveolata]
2.1251279054962354e-13,1.026040989375635,0.257,0.154,5.252466131224495e-9,3,MLP.35,evm.model.Ap4.748,evm.TU.Ap4.748,Mucin-like protein (Fragment),Mucin-4,mucin-like protein [Orbicella faveolata]
2.4602882833001967e-13,2.093206146470964,0.104,0.036,6.080848521004766e-9,3,WAPA,evm.model.Ap8.215,evm.TU.Ap8.215,tRNA(Glu)-specific nuclease WapA,Uncharacterized protein,uncharacterized protein LOC110052763 [Orbicella faveolata]
3.150932741088101e-13,0.7164520573016147,0.474,0.358,7.787845362873352e-9,3,evm.TU.Ap8.2649,evm.model.Ap8.2649,evm.TU.Ap8.2649,NA,Uncharacterized protein,uncharacterized protein LOC110052838 [Orbicella faveolata]
3.6360337259324396e-13,1.786337585104428,0.112,0.041,8.986820957014617e-9,3,DAR1,evm.model.Ap12.1595,evm.TU.Ap12.1595,Dendritic arbor reduction protein 1,Krueppel-like factor 5,Krueppel-like factor 5 [Orbicella faveolata]
6.551249192377971e-13,1.6027800960294256,0.123,0.054,1.6192067503881393e-8,3,SC6A1.6,evm.model.Ap5.1113,evm.TU.Ap5.1113,Sodium- and chloride-dependent GABA transporter 1,Sodium-and chloride-dependent GABA transporter 2,sodium- and chloride-dependent GABA transporter 1-like [Orbicella faveolata]
7.598304476886939e-13,1.3991054645877594,0.124,0.057,1.877996934507376e-8,3,SC6A1.12,evm.model.Ap2.2905,evm.TU.Ap2.2905,Sodium- and chloride-dependent GABA transporter 1,Sodium-and chloride-dependent glycine transporter 2,sodium- and chloride-dependent GABA transporter 2-like isoform X1 [Orbicella faveolata]
8.594552777983354e-13,0.8671677947302621,0.293,0.187,2.1242296646063658e-8,3,AJM1.1,evm.model.Ap1.3704,evm.TU.Ap1.3704,Apical junction component 1 homolog,Uncharacterized protein C9orf172-like,uncharacterized protein LOC110044932 isoform X3 [Orbicella faveolata]
9.759470059974851e-13,0.8409623344623081,0.38,0.266,2.412150620023384e-8,3,DYST.1,evm.model.Ap3.1408,evm.TU.Ap3.1408,Dystonin,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",nesprin-1-like isoform X3 [Orbicella faveolata]
2.374467868350049e-12,0.682418708727597,0.329,0.229,5.868734783413981e-8,3,Y1101,evm.model.Ap7.2801,evm.TU.Ap7.2801,Universal stress protein Slr1101,Universal stress protein A-like protein,uncharacterized protein LOC111344049 [Stylophora pistillata]
1.178073817091947e-11,0.8131062180632429,0.325,0.215,2.9117272463244563e-7,3,MDR1.1,evm.model.Ap5.1242,evm.TU.Ap5.1242,Multidrug resistance protein 1,Multidrug resistance protein 1,multidrug resistance protein 1-like [Stylophora pistillata]
1.3291879056070169e-11,0.812838270506484,0.3,0.215,3.2852208274983027e-7,3,TOM22,evm.model.Ap12.1653,evm.TU.Ap12.1653,Mitochondrial import receptor subunit TOM22 homolog,DNA/RNA polymerase,hypothetical protein AC249_AIPGENE10015 [Exaiptasia pallida]
1.341639711686524e-11,0.9502406701595698,0.278,0.178,3.315996711404413e-7,3,RET.22,evm.model.Ap8.1514,evm.TU.Ap8.1514,Proto-oncogene tyrosine-protein kinase receptor Ret,Proto-oncogene tyrosine-protein kinase receptor Ret,fibroblast growth factor receptor 2-like [Stylophora pistillata]
1.495650718482302e-11,0.574150041379131,0.455,0.349,3.696650315800857e-7,3,RL11,evm.model.Ap11.1601,evm.TU.Ap11.1601,60S ribosomal protein L11,60S ribosomal protein L11,60S ribosomal protein L11-like [Stylophora pistillata]
3.961636822660466e-11,0.8980060971802191,0.222,0.143,9.791581570887608e-7,3,HPGDS,evm.model.Ap9.2357,evm.TU.Ap9.2357,Hematopoietic prostaglandin D synthase,Glutathione S-transferase 1,glutathione S-transferase-like [Orbicella faveolata]
5.745934671869581e-11,1.4719619525777075,0.113,0.048,1.4201652134992856e-6,3,ANTR1,evm.model.Ap9.2656,evm.TU.Ap9.2656,Anthrax toxin receptor 1,Anthrax toxin receptor 2,anthrax toxin receptor 2-like [Stylophora pistillata]
7.588978334172632e-11,1.1004793016454886,0.147,0.073,1.8756918850741078e-6,3,PRD,evm.model.Ap1.1285,evm.TU.Ap1.1285,Segmentation protein paired,Paired box protein Pax-3,paired box protein Pax-3-like [Stylophora pistillata]
8.786222104350787e-11,0.7125841011308192,0.413,0.31,2.1716026553113406e-6,3,evm.TU.Ap1.2160,evm.model.Ap1.2160,evm.TU.Ap1.2160,NA,Uncharacterized protein,uncharacterized protein LOC110055917 [Orbicella faveolata]
9.811136527267278e-11,1.1356696278171308,0.19,0.107,2.4249205040793802e-6,3,TNR16,evm.model.Ap5.2364,evm.TU.Ap5.2364,Tumor necrosis factor receptor superfamily member 16,Uncharacterized protein,uncharacterized protein LOC111337475 isoform X2 [Stylophora pistillata]
1.1758535167180108e-10,1.5335880561411184,0.108,0.046,2.9062395519202355e-6,3,evm.TU.Ap4.6999,evm.model.Ap4.6999,evm.TU.Ap4.6999,NA,Uncharacterized protein,ankyrin-1-like [Orbicella faveolata]
2.27663484721619e-10,0.6033282876324377,0.303,0.207,5.626930688379535e-6,3,evm.TU.Ap9.2603,evm.model.Ap9.2603,evm.TU.Ap9.2603,NA,Uncharacterized protein,uncharacterized protein LOC110049115 [Orbicella faveolata]
2.4451848459878894e-10,0.6865678804443252,0.301,0.237,6.0435188653436675e-6,3,NH2L1,evm.model.Ap12.537,evm.TU.Ap12.537,NHP2-like protein 1,NHP2-like protein 1,NHP2-like protein 1 [Orbicella faveolata]
3.6050966201339604e-10,0.8700809973044044,0.198,0.126,8.910356806323097e-6,3,UHRF1.1,evm.model.Ap5.1320,evm.TU.Ap5.1320,E3 ubiquitin-protein ligase UHRF1,E3 ubiquitin-protein ligase UHRF1,E3 ubiquitin-protein ligase UHRF1-like isoform X1 [Orbicella faveolata]
1.0394646170795294e-9,1.01306777119853,0.153,0.083,2.569140747573765e-5,3,evm.TU.Ap2.269.evm.TU.Ap2.270.evm.TU.Ap2.271,NA,NA,NA,NA,NA
1.101620287640145e-9,0.713759822976958,0.22,0.135,2.7227647029313823e-5,3,evm.TU.Ap5.1142,evm.model.Ap5.1142,evm.TU.Ap5.1142,NA,Uncharacterized protein,uncharacterized protein LOC110062098 [Orbicella faveolata]
1.22371122289279e-9,0.9330535310302246,0.246,0.153,3.0245246585018195e-5,3,BICRD,evm.model.Ap3.1003,evm.TU.Ap3.1003,Bicaudal D-related protein homolog,Thioredoxin-like protein 4A,bicaudal D-related protein homolog [Stylophora pistillata]
1.4472385167229322e-9,0.786457887706187,0.255,0.173,3.576994717932399e-5,3,evm.TU.Ap2.1800.evm.TU.Ap2.1799,NA,NA,NA,NA,NA
1.5791051314608437e-9,1.149755733314708,0.15,0.081,3.902916242918621e-5,3,CO6A2.3,evm.model.Ap13.1590,evm.TU.Ap13.1590,Collagen alpha-2(VI) chain,Collagen alpha-4(VI) chain,macrophage scavenger receptor types I and II-like isoform X2 [Orbicella faveolata]
1.662890961431531e-9,0.9715564167038835,0.104,0.054,4.1100013002741715e-5,3,MCM2,evm.model.Ap10.1924,evm.TU.Ap10.1924,DNA replication licensing factor mcm2,DNA helicase,DNA replication licensing factor mcm2-like isoform X1 [Orbicella faveolata]
1.7429976229447812e-9,0.7504168460066172,0.351,0.26,4.307992924870321e-5,3,EGR1B,evm.model.Ap2.1780,evm.TU.Ap2.1780,Early growth response protein 1-B,Early growth response protein 1-B,early growth response protein 1-like isoform X1 [Orbicella faveolata]
2.728474846271528e-9,0.5376856089357318,0.144,0.076,6.74369843004471e-5,3,evm.TU.Ap1.2155,evm.model.Ap1.2155,evm.TU.Ap1.2155,NA,Zinc finger MYM-type protein 3,uncharacterized protein LOC110055942 [Orbicella faveolata]
2.900867090750856e-9,0.5331705061340122,0.539,0.43,7.169783101499816e-5,3,HSF1,evm.model.Ap4.5690,evm.TU.Ap4.5690,Heat shock factor protein 1,Heat shock factor protein 1,heat shock factor protein 1-like isoform X1 [Orbicella faveolata]
3.5882338062460347e-9,1.7360447632265903,0.107,0.05,8.8686786755177e-5,3,evm.TU.Ap6.1882,evm.model.Ap6.1882,evm.TU.Ap6.1882,NA,Netrin receptor UNC5C,uncharacterized protein LOC110060033 isoform X1 [Orbicella faveolata]
4.0323479136737325e-9,0.6540790381130571,0.281,0.214,9.966351103435997e-5,3,FBRL,evm.model.Ap8.316,evm.TU.Ap8.316,rRNA 2'-O-methyltransferase fibrillarin,Predicted protein,rRNA 2'-O-methyltransferase fibrillarin-like [Stylophora pistillata]
4.868743503096636e-9,1.1574360096378014,0.148,0.075,1.2033586442253646e-4,3,evm.TU.Ap13.669,evm.model.Ap13.669,evm.TU.Ap13.669,NA,Uncharacterized protein,uncharacterized protein LOC110051302 isoform X1 [Orbicella faveolata]
5.13183727749917e-9,1.002463936023898,0.196,0.12,1.2683849015066948e-4,3,PRP6,evm.model.Ap9.2110,evm.TU.Ap9.2110,Pre-mRNA-processing factor 6,Pre-mRNA-processing factor 6,pre-mRNA-processing factor 6-like [Stylophora pistillata]
5.899064621332791e-9,1.2247833763837432,0.115,0.059,1.4580128118086126e-4,3,PXDN.2,evm.model.Ap14.1079,evm.TU.Ap14.1079,Peroxidasin homolog,Receptor-type tyrosine-protein phosphatase delta,hemicentin-1-like [Stylophora pistillata]
7.74917540160477e-9,1.1550948139516715,0.177,0.107,1.915286192260635e-4,3,evm.TU.Ap1.2691,evm.model.Ap1.2691,evm.TU.Ap1.2691,NA,NA,uncharacterized protein LOC110054511 [Orbicella faveolata]
7.767759796547957e-9,0.9982172675403306,0.233,0.156,1.919879511314793e-4,3,SORL.2,evm.model.Ap8.1315,evm.TU.Ap8.1315,Sortilin-related receptor,Predicted protein,sortilin-related receptor-like [Stylophora pistillata]
9.174488390090706e-9,1.1241806328712576,0.159,0.088,2.2675665504948188e-4,3,CAD96.5,evm.model.Ap8.1517,evm.TU.Ap8.1517,Tyrosine kinase receptor Cad96Ca,Proto-oncogene tyrosine-protein kinase receptor Ret,LOW QUALITY PROTEIN: uncharacterized protein LOC110044084 [Orbicella faveolata]
1.0274593350115573e-8,0.7170749978289783,0.104,0.047,2.539468492414565e-4,3,Y1388.1,evm.model.Ap2.3160,evm.TU.Ap2.3160,Universal stress protein Sll1388,Universal stress protein Sll1388,uncharacterized protein LOC110052787 [Orbicella faveolata]
1.2282820049535582e-8,0.6195765588633392,0.262,0.197,3.0358218034432145e-4,3,ROA1,evm.model.Ap1.3268,evm.TU.Ap1.3268,Heterogeneous nuclear ribonucleoproteins A1 homolog,Heterogeneous nuclear ribonucleoprotein A3-like 1,heterogeneous nuclear ribonucleoprotein A3 homolog 2-like [Orbicella faveolata]
1.231004107286847e-8,1.378357118525368,0.118,0.058,3.042549751570171e-4,3,evm.TU.Ap8.2836,evm.model.Ap8.2836,evm.TU.Ap8.2836,NA,NA,NA
1.4053409910721343e-8,0.6346662550316124,0.279,0.199,3.473440793533887e-4,3,COX7C,evm.model.Ap2.3552,evm.TU.Ap2.3552,"Cytochrome c oxidase subunit 7C, mitochondrial",Predicted protein,"cytochrome c oxidase subunit 7C, mitochondrial-like [Orbicella faveolata]"
1.8988230215453542e-8,1.1108531371291326,0.159,0.093,4.6931309800514974e-4,3,evm.TU.Ap2.1095,evm.model.Ap2.1095,evm.TU.Ap2.1095,NA,Uncharacterized protein,"myosin heavy chain, clone 203-like isoform X1 [Stylophora pistillata]"
2.0212381342282733e-8,0.8928117917819047,0.147,0.089,4.995692172558601e-4,3,C1D,evm.model.Ap13.1908,evm.TU.Ap13.1908,Nuclear nucleic acid-binding protein C1D,Nuclear nucleic acid-binding protein C1D,nuclear nucleic acid-binding protein C1D-like isoform X2 [Stylophora pistillata]
2.325020255918934e-8,0.9065942559807645,0.228,0.162,5.746520064529237e-4,3,LIN7B.1,evm.model.Ap12.2477,evm.TU.Ap12.2477,Protein lin-7 homolog B,Predicted protein,protein lin-7 homolog C-like [Orbicella faveolata]
2.4384125025943142e-8,1.1283466240926137,0.142,0.081,6.026780341412107e-4,3,evm.TU.Ap5.44,evm.model.Ap5.44,evm.TU.Ap5.44,NA,Uncharacterized protein,uncharacterized protein LOC110056734 [Orbicella faveolata]
2.5721755935803795e-8,1.1623660803637623,0.11,0.054,6.357389197093266e-4,3,CSRP2,evm.model.Ap12.2616,evm.TU.Ap12.2616,Cysteine and glycine-rich protein 2,Uncharacterized protein,cysteine and glycine-rich protein 1-like [Orbicella faveolata]
3.391651178428699e-8,0.9404494481738034,0.136,0.078,8.382805052604372e-4,3,SMRD1,evm.model.Ap7.38,evm.TU.Ap7.38,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1-like [Orbicella faveolata]
4.7181724377050116e-08,1.0550949151832216,0.107,0.056,0.0011661434997031707,3,evm.TU.Ap13.638.evm.TU.Ap13.636,NA,NA,NA,NA,NA
5.152527483258211e-8,1.068725966125919,0.132,0.076,0.0012734986927620995,3,VILI.1,evm.model.Ap11.221,evm.TU.Ap11.221,Villin-1,Villin-1,villin-1-like [Stylophora pistillata]
5.359727418455178e-8,0.66688910826595,0.159,0.103,0.0013247102287453818,3,RAM,evm.model.Ap2.3615,evm.TU.Ap2.3615,RNMT-activating mini protein,RNMT-activating mini protein,RNMT-activating mini protein-like [Orbicella faveolata]
5.559147730449518e-8,0.8018750840391852,0.15,0.093,0.0013739989530579028,3,BCAR3,evm.model.Ap1.3348,evm.TU.Ap1.3348,Breast cancer anti-estrogen resistance protein 3,SH2 domain-containing protein 3C,breast cancer anti-estrogen resistance protein 3-like [Orbicella faveolata]
6.713697407149229e-8,0.6943385905838646,0.182,0.122,0.0016593574511510035,3,LSM3,evm.model.Ap10.769,evm.TU.Ap10.769,U6 snRNA-associated Sm-like protein LSm3,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",U6 snRNA-associated Sm-like protein LSm3 [Exaiptasia pallida]
6.819054666798556e-8,0.9471120101173751,0.131,0.076,0.0016853975514459312,3,PTPRD.4,evm.model.Ap14.1237,evm.TU.Ap14.1237,Receptor-type tyrosine-protein phosphatase delta,Receptor-type tyrosine-protein phosphatase delta,receptor-type tyrosine-protein phosphatase delta-like [Orbicella faveolata]
6.853669612305351e-8,0.8025442153121843,0.19,0.127,0.0016939529813773907,3,COX7R,evm.model.Ap13.2493,evm.TU.Ap13.2493,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial","Cytochrome c oxidase subunit 7A-related protein, mitochondrial",uncharacterized protein LOC110059326 [Orbicella faveolata]
7.051238916630228e-8,1.0459038482358691,0.124,0.067,0.001742784210634327,3,DMTA2.3,evm.model.Ap13.3168,evm.TU.Ap13.3168,Doublesex- and mab-3-related transcription factor A2,Doublesex-and mab-3-related transcription factor A2,"doublesex and mab-3 related transcription factor 3, truncated-like isoform X1 [Orbicella faveolata]"
7.954108528900762e-8,1.3437362483766835,0.118,0.061,0.001965937464003112,3,NOTCH,evm.model.Ap10.1581,evm.TU.Ap10.1581,Neurogenic locus Notch protein,Fibropellin-1,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like [Orbicella faveolata]"
1.245202942394707e-7,0.7009074374133653,0.196,0.131,0.003077643592422758,3,IQCA1,evm.model.Ap10.113,evm.TU.Ap10.113,IQ and AAA domain-containing protein 1,Predicted protein,IQ and AAA domain-containing protein 1-like [Orbicella faveolata]
1.344112753112471e-7,0.8015309700868521,0.156,0.092,0.003322109080592783,3,LOXH1.5,evm.model.Ap4.1356,evm.TU.Ap4.1356,Lipoxygenase homology domain-containing protein 1,Lipoxygenase-likey domain-containing protein 1,Lipoxygenase-likey domain-containing protein 1 [Stylophora pistillata]
2.497463632341861e-7,0.5913109707900885,0.37,0.289,0.0061727311136961435,3,TNIP1.3,evm.model.Ap9.1404,evm.TU.Ap9.1404,TNFAIP3-interacting protein 1,TNFAIP3-interacting protein 1,TNFAIP3-interacting protein 1-like isoform X1 [Orbicella faveolata]
2.585508750984951e-7,0.8619451607044734,0.128,0.073,0.006390343428934405,3,F117B,evm.model.Ap7.1318,evm.TU.Ap7.1318,Protein FAM117B,Protein FAM117B,protein FAM117B-like isoform X2 [Orbicella faveolata]
2.9211972135044124e-7,0.7424343608267685,0.246,0.184,0.007220031032897506,3,TISB,evm.model.Ap13.1519,evm.TU.Ap13.1519,mRNA decay activator protein ZFP36L1,"Zinc finger protein 36, C3H1 type-like 1",mRNA decay activator protein ZFP36L1-like [Orbicella faveolata]
3.119308248055096e-7,1.2959297752913461,0.102,0.052,0.007709682265892975,3,MK15,evm.model.Ap3.25,evm.TU.Ap3.25,Mitogen-activated protein kinase 15,Putative serine/threonine-protein kinase C05D10.2,extracellular signal-regulated kinase 2-like [Orbicella faveolata]
4.354828700702882e-7,1.213251664279755,0.113,0.063,0.010763394616657243,3,UNC5C.1,evm.model.Ap5.2384,evm.TU.Ap5.2384,Netrin receptor UNC5C,Netrin receptor UNC5B,uncharacterized protein LOC111336428 [Stylophora pistillata]
4.761419603576953e-7,0.5724892233745411,0.362,0.289,0.011768324692200797,3,CAN9,evm.model.Ap13.2471,evm.TU.Ap13.2471,Calpain-9,Calpain-9,calpain-9-like [Orbicella faveolata]
4.925082004644237e-7,1.1574865235231957,0.107,0.061,0.012172832682678695,3,evm.TU.Ap4.91,evm.model.Ap4.91,evm.TU.Ap4.91,NA,Uncharacterized protein,uncharacterized protein LOC110044005 [Orbicella faveolata]
7.311261105422014e-7,0.6510151808604636,0.19,0.134,0.01807051294816105,3,DYH6.1,evm.model.Ap10.15,evm.TU.Ap10.15,"Dynein heavy chain 6, axonemal","Dynein heavy chain 6, axonemal","dynein heavy chain 6, axonemal-like [Stylophora pistillata]"
8.348547256513658e-7,0.683330313431113,0.203,0.149,0.020634269399199157,3,CH10,evm.model.Ap7.286,evm.TU.Ap7.286,"10 kDa heat shock protein, mitochondrial",Predicted protein,"PREDICTED: 10 kDa heat shock protein, mitochondrial-like [Acropora digitifera]"
1.168359305992387e-6,0.6368818509763559,0.263,0.202,0.028877168606907835,3,SHD,evm.model.Ap2.1232,evm.TU.Ap2.1232,SH2 domain-containing adapter protein D,SH2 domain-containing adapter protein F,B-cell linker protein-like isoform X1 [Stylophora pistillata]
1.4225689501696403e-6,0.9878988246618038,0.134,0.079,0.03516021417239283,3,ZNFX1.5,evm.model.Ap2.1451,evm.TU.Ap2.1451,NFX1-type zinc finger-containing protein 1,NFX1-type zinc finger-containing protein 1 (Fragment),"NFX1-type zinc finger-containing protein 1, partial [Stylophora pistillata]"
1.46714622823368e-6,0.7695296475647769,0.121,0.076,0.036261986177023635,3,ENY2,evm.model.Ap4.7037,evm.TU.Ap4.7037,Transcription and mRNA export factor ENY2,Transcription and mRNA export factor ENY2,transcription and mRNA export factor ENY2-like [Orbicella faveolata]
1.6598828471364042e-6,1.0963542084250117,0.11,0.065,0.04102566444982337,3,PPIP1,evm.model.Ap2.3821,evm.TU.Ap2.3821,Proline-serine-threonine phosphatase-interacting protein 1,Proline-serine-threonine phosphatase-interacting protein 1,proline-serine-threonine phosphatase-interacting protein 1-like [Orbicella faveolata]
1.7645009902279524e-6,0.9700999495539717,0.115,0.061,0.04361140647447407,3,DMD.7,evm.model.Ap6.2836,evm.TU.Ap6.2836,Dystrophin,Dystrophin,utrophin-like isoform X4 [Orbicella faveolata]
1.7806408705601507e-6,0.5006153970161311,0.346,0.284,0.044010319756764685,3,MSI1H.1,evm.model.Ap1.3266,evm.TU.Ap1.3266,RNA-binding protein Musashi homolog 1,RNA-binding protein Musashi-like 2,heterogeneous nuclear ribonucleoprotein A0-like [Orbicella faveolata]
1.7982893339005529e-6,0.52714695946276,0.324,0.258,0.044446519176686065,3,CX6B1,evm.model.Ap12.1483,evm.TU.Ap12.1483,Cytochrome c oxidase subunit 6B1,Cytochrome c oxidase subunit 6B1,Cytochrome c oxidase subunit 6B1 [Stylophora pistillata]
1.986383374834515e-6,0.6231299464707601,0.27,0.203,0.04909545149240987,3,DLG1,evm.model.Ap8.229,evm.TU.Ap8.229,Disks large homolog 1,Disks large-like 1,disks large homolog 1-like isoform X1 [Stylophora pistillata]
6.674645845315967e-204,3.11409589292046,0.748,0.182,1.6497054671282944e-199,4,NELL2.1,evm.model.Ap5.2822,evm.TU.Ap5.2822,Protein kinase C-binding protein NELL2,Protein kinase C-binding protein NELL2,protein kinase C-binding protein NELL1-like [Orbicella faveolata]
3.4148079787406244e-201,2.9181864229165706,0.741,0.164,8.440039400255327e-197,4,MMP25,evm.model.Ap13.2854,evm.TU.Ap13.2854,Matrix metalloproteinase-25,Matrix metalloproteinase-16,stromelysin-1-like [Orbicella faveolata]
6.29294280199435e-185,2.4520434727412823,0.812,0.264,1.5553637429409236e-180,4,evm.TU.Ap2.2570,evm.model.Ap2.2570,evm.TU.Ap2.2570,NA,Uncharacterized protein,proprotein convertase subtilisin/kexin type 5-like [Orbicella faveolata]
1.0146870242074567e-167,3.3503046992790786,0.589,0.106,2.50790044903115e-163,4,USOM7.10,evm.model.Ap4.7018,evm.TU.Ap4.7018,Uncharacterized skeletal organic matrix protein 7,Uncharacterized protein,LOW QUALITY PROTEIN: uncharacterized skeletal organic matrix protein 7-like [Orbicella faveolata]
1.345723582851621e-157,2.6343995634828397,0.733,0.261,3.3260904073760664e-153,4,FGFR1.6,evm.model.Ap5.2541,evm.TU.Ap5.2541,Fibroblast growth factor receptor 1,Fibroblast growth factor receptor 1-A,hemicentin-1-like [Orbicella faveolata]
5.4311354979689815e-149,2.9004499759425997,0.615,0.169,1.3423594496780135e-144,4,TNIP1,evm.model.Ap12.796,evm.TU.Ap12.796,TNFAIP3-interacting protein 1,Uncharacterized protein,TNFAIP3-interacting protein 3-like isoform X1 [Stylophora pistillata]
8.043754715725657e-144,1.868248503872596,0.876,0.481,1.9880944155387533e-139,4,ERG,evm.model.Ap8.729,evm.TU.Ap8.729,Transcriptional regulator Erg,Transcriptional regulator ERG,transcriptional regulator ERG-like [Orbicella faveolata]
5.384052680574124e-137,2.0985676256305448,0.751,0.234,1.3307224605307005e-132,4,MMP24,evm.model.Ap13.2852,evm.TU.Ap13.2852,Matrix metalloproteinase-24,Matrix metalloproteinase-14,matrix metalloproteinase-14-like [Stylophora pistillata]
1.4447220832550493e-133,4.614341719503606,0.362,0.036,3.5707751009731795e-129,4,MMP10,evm.model.Ap13.2853,evm.TU.Ap13.2853,Stromelysin-2,Matrix metalloproteinase-17,collagenase 3-like [Orbicella faveolata]
1.1708020240762657e-120,2.171565510857453,0.696,0.228,2.8937542827068985e-116,4,evm.TU.Ap2.2569,evm.model.Ap2.2569,evm.TU.Ap2.2569,NA,Uncharacterized protein,major surface trophozoite antigen 11-like [Orbicella faveolata]
1.384257180168811e-120,2.3195143640258715,0.632,0.168,3.4213300465052334e-116,4,PLCL.5,evm.model.Ap13.207,evm.TU.Ap13.207,Perlucin-like protein,Receptor-type tyrosine-protein phosphatase alpha,low affinity immunoglobulin epsilon Fc receptor-like isoform X1 [Orbicella faveolata]
1.4736047162798686e-117,1.7283557395814038,0.858,0.401,3.6421614167573234e-113,4,MYP,evm.model.Ap1.2268,evm.TU.Ap1.2268,Major yolk protein,Major yolk protein,major yolk protein-like isoform X2 [Stylophora pistillata]
1.227569617592038e-115,1.81126834096849,0.859,0.39,3.0340610668404812e-111,4,CO4A1.2,evm.model.Ap8.1235,evm.TU.Ap8.1235,Collagen alpha-1(IV) chain,Collagen alpha-5(IV) chain,collagen alpha-5(IV) chain-like [Orbicella faveolata]
1.0756208210633935e-114,1.2358908140940654,0.938,0.499,2.6585044213402835e-110,4,evm.TU.Ap3.1613,evm.model.Ap3.1613,evm.TU.Ap3.1613,NA,Uncharacterized protein,DNA ligase 1-like [Orbicella faveolata]
1.5352118404776479e-112,2.784097478763519,0.53,0.139,3.794429584924554e-108,4,ATS2,evm.model.Ap2.2491,evm.TU.Ap2.2491,A disintegrin and metalloproteinase with thrombospondin motifs 2,A disintegrin and metalloproteinase with thrombospondin motifs 2 (Fragment),A disintegrin and metalloproteinase with thrombospondin motifs 3-like [Orbicella faveolata]
